Songid,Genre,Song,Artist,SPB,SPN,SPH,SPA,DPN,DPH,DPA,Style,In26
1126,ELECTRO TRANCE,Static State,Nhato,-,6,9,10,6,9,10,25,1
1127,PSYSTYLE,Temple of Anubis,Massive New Krew,-,5,8,11,5,8,11,25,1
1128,EUROBEAT,THE CANNONBALLER,L.E.D. feat. YURiCa/花たん,-,6,10,11,6,10,11,25,1
1129,TECH BREAKS,The Chase,DJ Mass MAD Izm*,-,5,10,12,5,10,12,25,1
1130,HDM,The Revolution (VIP Mix),Scott Brown & M-Project,-,4,7,10,5,7,10,25,1
1131,OSHARave,UMMU,t+pazolite,-,6,10,11,7,10,11,25,1
1132,DANCE POP,Usual Days-remix,ota2,-,5,9,11,7,10,12,25,1
1133,ROTTERDAM RAVE,VOX RUSH,青龍×sampling masters MEGA & sampling masters AYA,-,7,10,12,6,10,12,25,1
1134,HYBRID HARDCORE,Xperanza,aran,-,7,10,12,7,10,12,25,1
1135,プログレッシブ徒競走,うさ☆かめ 大戦争！,ARM×狐夢想 feat. I've:柚子乃 & RINA,-,6,8,11,6,8,11,25,1
1136,HARD FRENCH,エディブルフラワーの独白,OSTER project feat. 常盤ゆう,-,4,8,10,4,8,10,25,1
1137,NATURE,シムルグの目醒め,"BEMANI Sound Team ""DJ TOTTO"" feat.rionos",-,7,10,12,7,10,12,25,1
1138,歌謡ニューウェーブ,ナイトシティー・アヴァンチュール,森永真由美,-,5,7,9,5,7,9,25,1
1139,電波ソング,バ→ビ→ブ→Bomb!,ヒゲドライバー join. 新菜まこ & 松平なな,-,5,9,11,5,8,11,25,1
1140,YANKEE CAR J TRANCE,ハイ＊ビスカス ft. Kanae Asaba,Xceon,-,4,7,10,5,8,11,25,1
1141,CLASSIC MOTIF,バスルーム ロマンス,"BEMANI Sound Team ""Saori Watanabe""",-,5,8,10,5,8,10,25,1
1142,AKIBA-POP,パラドキシカル・タイムリープトライアル(Short Ver.),MOSAIC.WAV,-,5,9,11,5,9,11,25,1
1143,FUTURE J-POP,ラストセンチュリーメランコリック,DJ Taku aka ☆Taku Takahashi(m-flo),-,5,8,10,5,8,10,25,1
1144,ELEGANT SWING,共犯ヘヴンズコード,D-Evoke(与那嶺雅人/小日向翔),-,3,7,10,3,7,10,25,1
1145,STRANGE WORLD MUSIC,命の標本,志方あきこ,-,4,8,11,4,8,11,25,1
1146,ORBITALIC GABBER STEP,東京神話,"DJ TECHNORCH feat.宇宙★海月 vs BEMANI Sound Team ""U1-ASAMi""",-,6,9,12,6,9,12,25,1
1147,Hi-MYTH,神謳 -RESONANCE-,SOUND HOLIC feat. Nana Takahashi Vs.GOD PHOENIX Prim,-,7,10,12,7,10,12,25,1
1148,EMOTIONAL ROCK,純真可憐デザイア,"BEMANI Sound Team ""HuΣeR"" feat.Fernweh",-,4,8,10,4,8,10,25,1
1149,JOURNEY SCENE,草原の王女 -軌跡を辿って-,劇団レコード,-,3,7,10,4,8,10,25,1
1150,COMMENT OUT,A Tale Hidden In The Abyss,"BEMANI Sound Team ""person-9""",-,6,9,11,6,9,11,26,1
1151,HARDCORE,AGAiN,DJ NAGAI,-,5,8,10,6,8,10,26,1
1152,DRUM & BASS,Angels & Demons,月代 彩,-,5,8,10,5,8,10,26,1
1153,MARVELOUS CHEER,Catch Our Fire!,中島由貴,-,6,10,12,6,10,12,26,1
1154,UPLIFTING ETHNIC,CoMAAAAAAA,Ryu☆,-,6,9,10,6,9,10,26,1
1155,GARAGE,Cranberry City ft. Luschel,lapix,-,5,8,10,5,8,10,26,1
1156,HARDER DANCE MUSIC,dAuntl3ss,DJ Noriken,-,6,10,12,6,10,12,26,1
1157,HYBRID,Digital Skipper,"BEMANI Sound Team ""Expander""",-,6,8,10,6,8,10,26,1
1158,INDUSTRIAL TECHNO,Dr. Chemical & Killing Machine,Hommarju,-,5,9,12,5,9,12,26,1
1159,FUSION TRANCE,Ember Lights,Nhato,-,5,9,11,5,9,11,26,1
1160,DUBSTEP,GIGA THRASH,Blacklolita,-,6,9,11,7,9,12,26,1
1161,EDM,Glory,kradness,-,4,7,9,4,7,10,26,1
1162,ELECTRONIC RHAPSODY,HEISEI,"BEMANI Sound Team ""dj TAKA""",-,6,10,11,6,10,11,26,1
1163,RAVE SXXX,Hurry Hurry,Masayoshi Iimori,-,4,6,9,4,6,9,26,1
1164,TECH-BREAKS,IDC feat.REVERBEE (Mo'Cuts Ver),DJ Mass MAD Izm*,-,7,9,11,7,10,11,26,1
1165,PSYCHEDELIC ROCK,IDOL syndrome.,RINA,-,4,7,10,4,7,10,26,1
1166,PSYSTYLE,KILL EACH OTHER,"BEMANI Sound Team ""L.E.D. VS. L.E.D.-G""",-,7,10,12,7,10,12,26,1
1167,UK HARDCORE,L.F.O,aran,-,5,9,12,5,9,12,26,1
1168,ELECTRIC DANCE ROCK,Let me be your cure,Pizuya's Cell,-,5,7,10,5,8,10,26,1
1169,Drumstep / DnB,Level One,Yamato,-,6,10,12,7,10,12,26,1
1170,ELECTRO POP,OVER TIME,空中分解feat.アンテナガール,-,3,5,8,3,6,9,26,1
1171,NEOTRANCE,Particle Arts,Virtual Self,-,4,8,10,5,8,10,26,1
1172,RIDDIM DUBSTEP,Psycho Sheep Riddim,"BEMANI Sound Team ""SYUNN""",-,3,7,9,3,7,9,26,1
1173,NEO J-TEKNO,R∞tAge,"BEMANI Sound Team ""HuΣeR+""",-,5,8,11,5,8,11,26,1
1174,TRANCE,"ROCK女 feat. 大山愛未, Ken",Y&Co.,-,7,9,11,7,9,11,26,1
1175,FESTIVAL TRAP,Serious?,KSUKE,-,3,7,10,3,7,11,26,1
1176,PSYCHEDELIC TRANCE,SPEED ROCKER,AJURIKA,-,4,9,10,4,9,10,26,1
1177,HARDSTYLE,Starry Night,Massive New Krew feat.松平なな,-,4,7,10,5,8,10,26,1
1178,EUROTRAPBEAT,The Best of Both Worlds,"☆Taku Takahashi (m-flo, block.fm)",-,3,8,10,3,8,10,26,1
1179,HARD ELECTRIC POP,THE DAY OF JUBILATIONS,"BEMANI Sound Team ""S-C-U vs L.E.D.""",-,7,10,12,7,10,12,26,1
1180,DJENTCORE,The Rebellion of Sequencer,DJ Myosuke,-,7,10,12,7,10,12,26,1
1181,CYBER DANCE MUSIC,Twilight Warp,Maozon feat. Kyte,-,4,7,9,4,7,9,26,1
1182,JAZZY FOOTWORK JUNGLE,Urban Constellations,Dirty Androids,-,4,8,11,4,8,11,26,1
1183,HYPER HANDS UP,Wing of Hearts,USAO & DJ Nanashi,-,5,8,10,5,8,11,26,1
1184,CANDY RAVE GABBER,Wonderland,kors k,-,5,9,11,5,9,11,26,1
1185,ELECTRO SHOCK,XENON II 〜TOMOYUKIの野望〜,Mr.T,-,6,9,11,6,9,11,26,1
1186,NEUTRONIKA,Xlø,sasakure.UK,-,7,10,12,7,10,12,26,1
1187,FUTURE BASS,Yum Yum Jelly,YUC'e,-,5,9,11,5,9,11,26,1
1188,SPANISH GUITAR,グラナダの風,"BEMANI Sound Team ""劇団レコード""",-,5,8,10,5,7,10,26,1
1189,GIRLS ROCK,セカンドピアス,OSTER project feat. echo,-,3,6,9,3,6,9,26,1
1190,A-STYLE RUSSIAN HARDBASS,ハードベース・フェスタ,かめりあ feat. ななひら,-,6,9,11,6,9,11,26,1
1191,ELECTRONICA,ミストレス・アンに花束を,"soejima takuma feat.BEMANI Sound Team ""猫叉Master""",-,3,6,8,3,6,8,26,1
1192,Re 90's J-DANCE POP,夏の匂い。キミの残像。 ft. Kanae Asaba,Xceon,-,4,8,10,4,8,10,26,1
1193,SOCA,花冠 feat.Aikapin,RoughSkreamZ,-,6,9,11,6,9,11,26,1
1194,RETROSPECTIVE EPIC MUSIC,龍王の霊廟(Mausoleum Of The Primal Dragon),"BEMANI Sound Team ""黒猫ダンジョン""",-,6,10,11,5,10,11,26,1
1195,IIDX EDITION,Won(*3*)Chu KissMe!,"Remixed by BEMANI Sound Team ""L.E.D."" & IOSYS",1,5,8,10,5,8,10,26,1
1196,IIDX EDITION,サクラあっぱれーしょん,"Remixed by BEMANI Sound Team ""TAG"" feat. 柊木りお",1,3,7,9,3,7,9,26,1
1197,IIDX EDITION,HOT LIMIT,"Remixed by BEMANI Sound Team ""HuΣeR feat.PON""",2,5,9,10,5,9,10,26,1
1198,IIDX EDITION,U.S.A.,"Remixed by BEMANI Sound Team ""PHQUASE feat.TRANDER Jr.""",3,6,9,11,6,9,11,26,1
1199,EPIC TRANCE,ABSOLUTE†,dj TAKA,-,-,-,11,-,-,11,leg,1
1200,HiTECH FULLON,Amazing Mirage†,lapix,-,-,-,12,-,-,12,leg,1
1201,SUBLIME TECHNO,CONTRACT†,朱雀,-,-,-,12,-,-,12,leg,1
1202,FUTURE BASS,Cosmic Cat†,8bit Moonside,-,-,-,12,-,-,12,leg,1
1203,CYBER DRUMSTEP,Damage Per Second†,Maozon,-,-,-,10,-,-,11,leg,1
1204,RAGTIME CHIPTUNE,EBONY & IVORY†,OSTER project,-,-,-,12,-,-,12,leg,1
1205,NU RAVE,Howling†,PON,-,-,-,10,-,-,11,leg,1
1206,NU-SKOOL BREAKBEATS HARDCORE,ICARUS†,Eagle,-,-,-,12,-,-,12,leg,1
1207,HEAVY METAL,KAISER PHOENIX†,96,-,-,-,12,-,-,12,leg,1
1208,FREEFORM HARDCORE,KAMAITACHI†,DJ TECHNORCH fw.GUHROOVY,-,-,-,12,-,-,12,leg,1
1209,NEO 80's EURO ELECTRO,LUV CAN SAVE U†,HIDEKI NAGANUMA,-,-,-,10,-,-,11,leg,1
1210,TECH-BREAKBEATS,naughty girl@Queen's Palace†,DJ Mass MAD Izm*,-,-,-,11,-,-,11,leg,1
1211,SPEED RAVE,RED ZONE†,Tatsh&NAOKI,-,-,-,12,-,-,12,leg,1
1212,FUTURE JAZZ,RUGGED ASH†,SYMPHONIC DEFOGGERS,-,-,-,11,-,-,12,leg,1
1213,HARDSTYLE,SOLID STATE SQUAD†,kors k Vs. L.E.D.,-,-,-,12,-,-,12,leg,1
1214,HAPPY EMOTION,STARLIGHT DANCEHALL†,P*Light,-,-,-,12,-,-,12,leg,1
1215,ONLY ONE EPILOGUE,THANK YOU FOR PLAYING†,SUPER STAR 満-MITSURU-,-,-,-,12,-,-,11,leg,1
1216,NU STYLE GABBA,THE DEEP STRIKER†,L.E.D.-G,-,-,-,12,-,-,12,leg,1
1217,DECEPTIVE GABBA,VANESSA†,朱雀,-,-,-,12,-,-,12,leg,1
1218,TECHNO,仮想空間の旅人たち†,DJ MURASAME,-,-,-,12,-,-,12,leg,1
1219,撫子ロック,凛として咲く花の如く†,紅色リトマス,-,-,-,11,-,-,12,leg,1
1220,新世紀進歩的羽扇子音楽,廿†,DJ TECHNORCH,-,-,-,12,-,-,12,leg,1
1221,FASCINATION,朧†,HHH×MM×ST,-,-,-,11,-,-,11,leg,1
1222,EPIC TECHNO,龍と少女とデコヒーレンス†,黒猫ダンジョン,-,-,-,12,-,-,12,leg,1
1223,DUTCH TRANCE,Clione†,kors k,-,-,-,11,-,-,11,leg,1
1224,NU DISCO,Golden Palms†,Dirty Androids,-,-,-,11,-,-,11,leg,1
1225,POWER FUSION,RIDE ON THE LIGHT (HI GREAT MIX)†,Mr.T,-,-,-,10,-,-,10,leg,1
1226,HARDCORE RAVE,Feel The Beat†,Falsion,-,-,-,12,-,-,12,leg,1
1227,ORIENTAL CORE,疾風迅雷†,KUMOKIRI,-,-,-,12,-,-,12,leg,1
1228,HARD NRG,Verflucht†,Tyrfing,-,-,-,12,-,-,12,leg,1
1229,NEO CLASSICAL DANCE,Beat Radiance†,iNO,-,-,-,12,-,-,12,leg,1
1230,HEALING DRUM'N'BASS,chrono diver -fragment-†,猫叉Master feat.三澤秋,-,-,-,10,-,-,10,leg,1
1231,PIECED EUPHORIA,超青少年ノ為ノ超多幸ナ超古典的超舞曲†,Project B-,-,-,-,12,-,-,12,leg,1
1232,KANA-POP,恋は白帯、サンシロー†,星野奏子,-,-,-,11,-,-,11,leg,1
1233,CYBER DRUM & BASS,CHRONO DIVER -NORNIR-†,L.E.D.,-,-,-,12,-,-,12,leg,1
1234,J-CORE,Close the World feat.a☆ru†,天叢雲剣,-,-,-,12,-,-,12,leg,1
1235,REQUIEM PSY,Sigmund†,Gram,-,-,-,12,-,-,12,leg,1
1236,DYNASTIC FREEFORM,Ancient Scapes†,Durandal,-,-,-,12,-,-,12,leg,1
1237,TRIBE CORE,invoker†,Caladborg,-,-,-,12,-,-,12,leg,1
1238,DANCE POP,KEEP ON MOVIN',N.M.R.,-,1,3,-,2,3,-,sub,1
1239,DANCE POP,deep in you,dj nagureo,-,3,3,5,3,4,7,sub,1
1240,TRANCE,GENOM SCREAMS,L.E.D. LIGHT,-,3,6,9,3,6,9,sub,1
1241,TRIBAL HOUSE,Macho Gang,ANAL SPYDER,-,2,7,10,3,11,11,sub,1
1242,JUNGLE,PARANOIA MAX ~DIRTY MIX~,190,-,5,6,8,3,6,9,sub,1
1243,FUTURE JAZZ,RUGGED ASH,SYMPHONIC DEFOGGERS,-,2,3,9,3,4,9,sub,1
1244,TRANCE,THE EARTH LIGHT,L.E.D.LIGHT,-,4,7,8,5,10,7,sub,1
